direction,tick,RED60,BLUE60,BLACK60,BLUE60_PG,parity_xor_bits,RED_fingerprint,BLUE_fingerprint,RED_sum_mod9,RED_sum_mod11,BLUE_sum_mod9,BLACK_sum_mod9,RED_prime_mask,BLUE_prime_mask,RED_prime_count,BLUE_prime_count,RED_rle_max,RED_rle_count,RED_rle_mean,BLUE_rle_max,BLUE_rle_count,BLUE_rle_mean,BLACK_gate_viz,parity_gate_viz
CW,39,617525721567332336510113031491493585389543778774590997079619,325217074992143965631012776329785893036118967145479098334781,651673033695493257291011235831459437077415617853819099875279,693585789543378374590197079419417525321567732736510913031691,101101100000000000110110110101101101100000000000110110110101,617525|079619,325217|334781,1,5,1,1,001111110101111110100001010000001101100101110110100001010000,111101010001001001010001110110101001010000001001010000110100,29,25,2,54,1.11,2,56,1.07,··█······· | ·········· | █·██·····█ | ·········· | █··█·····█ | ··········,█·██·██··· | ········██ | ·██·██·█·█ | █·██·██··· | ········██ | ·██·██·█·█
CW,40,175257215673323365101130314914935853895437787745909970796196,252170749921439656310127763297858930361189671454790983347813,516730336954932572910112358314594370774156178538190998752796,935857895433783745901970794194175253215677327365109130316916,011011000000000001101101101011011011000000000001101101101011,175257|796196,252170|347813,1,5,1,1,011111101011111101000010100000011011001011101101000010100000,111010100010010010100011101101010010100000010010100001101001,29,25,2,54,1.11,2,56,1.07,·█········ | ·········█ | ·██·····█· | ·········█ | ··█·····█· | ··········,·██·██···· | ·······██· | ██·██·█·██ | ·██·██···· | ·······██· | ██·██·█·██
CW,41,752572156733233651011303149149358538954377877459099707961961,521707499214396563101277632978589303611896714547909833478132,167303369549325729101123583145943707741561785381909987527965,358578954337837459019707941941752532156773273651091303169169,110110000000000011011011010110110110000000000011011011010110,752572|961961,521707|478132,1,5,1,1,111111010111111010000101000000110110010111011010000101000000,110101000100100101000111011010100101000000100101000011010011,29,25,2,54,1.11,2,56,1.07,█········· | ········█· | ██·····█·· | ········█· | ·█·····█·· | ··········,██·██····· | ······██·█ | █·██·█·██· | ██·██····· | ······██·█ | █·██·█·██·
CW,42,525721567332336510113031491493585389543778774590997079619617,217074992143965631012776329785893036118967145479098334781325,673033695493257291011235831459437077415617853819099875279651,585789543378374590197079419417525321567732736510913031691693,101100000000000110110110101101101100000000000110110110101101,525721|619617,217074|781325,1,5,1,1,111110101111110100001010000001101100101110110100001010000001,101010001001001010001110110101001010000001001010000110100111,29,25,2,54,1.11,2,56,1.07,·········· | ·······█·█ | █·····█··· | ·······█·· | █·····█··· | ·········█,█·██······ | ·····██·██ | ·██·█·██·█ | █·██······ | ·····██·██ | ·██·█·██·█
CW,43,257215673323365101130314914935853895437787745909970796196175,170749921439656310127763297858930361189671454790983347813252,730336954932572910112358314594370774156178538190998752796516,857895433783745901970794194175253215677327365109130316916935,011000000000001101101101011011011000000000001101101101011011,257215|196175,170749|813252,1,5,1,1,111101011111101000010100000011011001011101101000010100000011,010100010010010100011101101010010100000010010100001101001111,29,25,2,54,1.11,2,56,1.07,·········· | ······█·██ | ·····█···· | ······█··█ | ·····█···· | ········█·,·██······· | ····██·██· | ██·█·██·██ | ·██······· | ····██·██· | ██·█·██·██
CW,44,572156733233651011303149149358538954377877459099707961961752,707499214396563101277632978589303611896714547909833478132521,303369549325729101123583145943707741561785381909987527965167,578954337837459019707941941752532156773273651091303169169358,110000000000011011011010110110110000000000011011011010110110,572156|961752,707499|132521,1,5,1,1,111010111111010000101000000110110010111011010000101000000111,101000100100101000111011010100101000000100101000011010011110,29,25,2,54,1.11,2,56,1.07,·········· | ·····█·██· | ····█····· | ·····█··█· | ····█····· | ·······█··,██········ | ···██·██·█ | █·█·██·██· | ██········ | ···██·██·█ | █·█·██·██·
CW,45,721567332336510113031491493585389543778774590997079619617525,074992143965631012776329785893036118967145479098334781325217,033695493257291011235831459437077415617853819099875279651673,789543378374590197079419417525321567732736510913031691693585,100000000000110110110101101101100000000000110110110101101101,721567|617525,074992|325217,1,5,1,1,110101111110100001010000001101100101110110100001010000001111,010001001001010001110110101001010000001001010000110100111101,29,25,2,54,1.11,2,56,1.07,·········· | ····█·██·· | ···█······ | ····█··█·· | ···█······ | ······█···,█········· | ··██·██·██ | ·█·██·██·█ | █········· | ··██·██·██ | ·█·██·██·█
CW,46,215673323365101130314914935853895437787745909970796196175257,749921439656310127763297858930361189671454790983347813252170,336954932572910112358314594370774156178538190998752796516730,895433783745901970794194175253215677327365109130316916935857,000000000001101101101011011011000000000001101101101011011011,215673|175257,749921|252170,1,5,1,1,101011111101000010100000011011001011101101000010100000011111,100010010010100011101101010010100000010010100001101001111010,29,25,2,54,1.11,2,56,1.07,·········· | ···█·██··· | ··█······· | ···█··█··· | ··█······· | ·····█····,·········· | ·██·██·██· | █·██·██·██ | ·········· | ·██·██·██· | █·██·██·██
CW,47,156733233651011303149149358538954377877459099707961961752572,499214396563101277632978589303611896714547909833478132521707,369549325729101123583145943707741561785381909987527965167303,954337837459019707941941752532156773273651091303169169358578,000000000011011011010110110110000000000011011011010110110110,156733|752572,499214|521707,1,5,1,1,010111111010000101000000110110010111011010000101000000111111,000100100101000111011010100101000000100101000011010011110101,29,25,2,54,1.11,2,56,1.07,·········· | ··█·██···· | ·█········ | ··█··█···· | ·█········ | ····█·····,·········· | ██·██·██·█ | ·██·██·██· | ·········· | ██·██·██·█ | ·██·██·██·
CW,48,567332336510113031491493585389543778774590997079619617525721,992143965631012776329785893036118967145479098334781325217074,695493257291011235831459437077415617853819099875279651673033,543378374590197079419417525321567732736510913031691693585789,000000000110110110101101101100000000000110110110101101101100,567332|525721,992143|217074,1,5,1,1,101111110100001010000001101100101110110100001010000001111110,001001001010001110110101001010000001001010000110100111101010,29,25,2,54,1.11,2,56,1.07,·········· | ·█·██····· | █········· | ·█··█····· | █········· | ···█······,·········█ | █·██·██·█· | ██·██·██·· | ·········█ | █·██·██·█· | ██·██·██··
CW,49,673323365101130314914935853895437787745909970796196175257215,921439656310127763297858930361189671454790983347813252170749,954932572910112358314594370774156178538190998752796516730336,433783745901970794194175253215677327365109130316916935857895,000000001101101101011011011000000000001101101101011011011000,673323|257215,921439|170749,1,5,1,1,011111101000010100000011011001011101101000010100000011111101,010010010100011101101010010100000010010100001101001111010100,29,25,2,54,1.11,2,57,1.05,·········· | █·██·····█ | ·········· | █··█·····█ | ·········· | ··█·······,········██ | ·██·██·█·█ | █·██·██··· | ········██ | ·██·██·█·█ | █·██·██···
CW,50,733233651011303149149358538954377877459099707961961752572156,214396563101277632978589303611896714547909833478132521707499,549325729101123583145943707741561785381909987527965167303369,337837459019707941941752532156773273651091303169169358578954,000000011011011010110110110000000000011011011010110110110000,733233|572156,214396|707499,1,5,1,1,111111010000101000000110110010111011010000101000000111111010,100100101000111011010100101000000100101000011010011110101000,29,25,2,54,1.11,2,56,1.07,·········█ | ·██·····█· | ·········█ | ··█·····█· | ·········· | ·█········,·······██· | ██·██·█·██ | ·██·██···· | ·······██· | ██·██·█·██ | ·██·██····
CW,51,332336510113031491493585389543778774590997079619617525721567,143965631012776329785893036118967145479098334781325217074992,493257291011235831459437077415617853819099875279651673033695,378374590197079419417525321567732736510913031691693585789543,000000110110110101101101100000000000110110110101101101100000,332336|721567,143965|074992,1,5,1,1,111110100001010000001101100101110110100001010000001111110101,001001010001110110101001010000001001010000110100111101010001,29,25,2,54,1.11,2,56,1.07,········█· | ██·····█·· | ········█· | ·█·····█·· | ·········· | █·········,······██·█ | █·██·█·██· | ██·██····· | ······██·█ | █·██·█·██· | ██·██·····
CW,52,323365101130314914935853895437787745909970796196175257215673,439656310127763297858930361189671454790983347813252170749921,932572910112358314594370774156178538190998752796516730336954,783745901970794194175253215677327365109130316916935857895433,000001101101101011011011000000000001101101101011011011000000,323365|215673,439656|749921,1,5,1,1,111101000010100000011011001011101101000010100000011111101011,010010100011101101010010100000010010100001101001111010100010,29,25,2,55,1.09,2,56,1.07,·······█·█ | █·····█··· | ·······█·· | █·····█··· | ·········█ | ··········,·····██·██ | ·██·█·██·█ | █·██······ | ·····██·██ | ·██·█·██·█ | █·██······
CW,53,233651011303149149358538954377877459099707961961752572156733,396563101277632978589303611896714547909833478132521707499214,325729101123583145943707741561785381909987527965167303369549,837459019707941941752532156773273651091303169169358578954337,000011011011010110110110000000000011011011010110110110000000,233651|156733,396563|499214,1,5,1,1,111010000101000000110110010111011010000101000000111111010111,100101000111011010100101000000100101000011010011110101000100,29,25,2,54,1.11,2,56,1.07,······█·██ | ·····█···· | ······█··█ | ·····█···· | ········█· | ··········,····██·██· | ██·█·██·██ | ·██······· | ····██·██· | ██·█·██·██ | ·██·······
CW,54,336510113031491493585389543778774590997079619617525721567332,965631012776329785893036118967145479098334781325217074992143,257291011235831459437077415617853819099875279651673033695493,374590197079419417525321567732736510913031691693585789543378,000110110110101101101100000000000110110110101101101100000000,336510|567332,965631|992143,1,5,1,1,110100001010000001101100101110110100001010000001111110101111,001010001110110101001010000001001010000110100111101010001001,29,25,2,54,1.11,2,56,1.07,·····█·██· | ····█····· | ·····█··█· | ····█····· | ·······█·· | ··········,···██·██·█ | █·█·██·██· | ██········ | ···██·██·█ | █·█·██·██· | ██········
CW,55,365101130314914935853895437787745909970796196175257215673323,656310127763297858930361189671454790983347813252170749921439,572910112358314594370774156178538190998752796516730336954932,745901970794194175253215677327365109130316916935857895433783,001101101101011011011000000000001101101101011011011000000000,365101|673323,656310|921439,1,5,1,1,101000010100000011011001011101101000010100000011111101011111,010100011101101010010100000010010100001101001111010100010010,29,25,2,55,1.09,2,56,1.07,····█·██·· | ···█······ | ····█··█·· | ···█······ | ······█··· | ··········,··██·██·██ | ·█·██·██·█ | █········· | ··██·██·██ | ·█·██·██·█ | █·········
CW,56,651011303149149358538954377877459099707961961752572156733233,563101277632978589303611896714547909833478132521707499214396,729101123583145943707741561785381909987527965167303369549325,459019707941941752532156773273651091303169169358578954337837,011011011010110110110000000000011011011010110110110000000000,651011|733233,563101|214396,1,5,1,1,010000101000000110110010111011010000101000000111111010111111,101000111011010100101000000100101000011010011110101000100100,29,25,2,54,1.11,2,56,1.07,···█·██··· | ··█······· | ···█··█··· | ··█······· | ·····█···· | ··········,·██·██·██· | █·██·██·██ | ·········· | ·██·██·██· | █·██·██·██ | ··········
CW,57,510113031491493585389543778774590997079619617525721567332336,631012776329785893036118967145479098334781325217074992143965,291011235831459437077415617853819099875279651673033695493257,590197079419417525321567732736510913031691693585789543378374,110110110101101101100000000000110110110101101101100000000000,510113|332336,631012|143965,1,5,1,1,100001010000001101100101110110100001010000001111110101111110,010001110110101001010000001001010000110100111101010001001001,29,25,2,54,1.11,2,56,1.07,··█·██···· | ·█········ | ··█··█···· | ·█········ | ····█····· | ··········,██·██·██·█ | ·██·██·██· | ·········· | ██·██·██·█ | ·██·██·██· | ··········
CW,58,101130314914935853895437787745909970796196175257215673323365,310127763297858930361189671454790983347813252170749921439656,910112358314594370774156178538190998752796516730336954932572,901970794194175253215677327365109130316916935857895433783745,101101101011011011000000000001101101101011011011000000000001,101130|323365,310127|439656,1,5,1,1,000010100000011011001011101101000010100000011111101011111101,100011101101010010100000010010100001101001111010100010010010,29,25,2,54,1.11,2,56,1.07,·█·██····· | █········· | ·█··█····· | █········· | ···█······ | ··········,█·██·██·█· | ██·██·██·· | ·········█ | █·██·██·█· | ██·██·██·· | ·········█
CW,59,011303149149358538954377877459099707961961752572156733233651,101277632978589303611896714547909833478132521707499214396563,101123583145943707741561785381909987527965167303369549325729,019707941941752532156773273651091303169169358578954337837459,011011010110110110000000000011011011010110110110000000000011,011303|233651,101277|396563,1,5,1,1,000101000000110110010111011010000101000000111111010111111010,000111011010100101000000100101000011010011110101000100100101,29,25,2,54,1.11,2,56,1.07,█·██·····█ | ·········· | █··█·····█ | ·········· | ··█······· | ··········,·██·██·█·█ | █·██·██··· | ········██ | ·██·██·█·█ | █·██·██··· | ········██
CCW,0,015633233765127525716916970799095477877345983585394194130311,012776329785893036118967145479098334781325217074992143965631,011235831459437077415617853819099875279651673033695493257291,197079419417525321567732736510913031691693585789543378374590,010110101011101100011000000111010110101011101100011000000111,015633|130311,012776|965631,1,5,1,1,001011111101011111100000010100001011011101001101100000010100,001110110101001010000001001010000110100111101010001001001010,29,25,2,54,1.11,2,56,1.07,·██·····█· | ·········█ | ··█·····█· | ·········· | ·█········ | ·········█,·█·██·█·█· | ███·██···█ | █······███ | ·█·██·█·█· | ███·██···█ | █······███
CCW,1,156332337651275257169169707990954778773459835853941941303110,127763297858930361189671454790983347813252170749921439656310,112358314594370774156178538190998752796516730336954932572910,970794194175253215677327365109130316916935857895433783745901,101101010111011000110000001110101101010111011000110000001110,156332|303110,127763|656310,1,5,1,1,010111111010111111000000101000010110111010011011000000101000,011101101010010100000010010100001101001111010100010010010100,29,25,2,54,1.11,2,56,1.07,██·····█·· | ········█· | ·█·····█·· | ·········· | █········· | ········█·,█·██·█·█·█ | ██·██···██ | ······███· | █·██·█·█·█ | ██·██···██ | ······███·
CCW,2,563323376512752571691697079909547787734598358539419413031101,277632978589303611896714547909833478132521707499214396563101,123583145943707741561785381909987527965167303369549325729101,707941941752532156773273651091303169169358578954337837459019,011010101110110001100000011101011010101110110001100000011101,563323|031101,277632|563101,1,5,1,1,101111110101111110000001010000101101110100110110000001010000,111011010100101000000100101000011010011110101000100100101000,29,25,2,54,1.11,2,56,1.07,█·····█··· | ·······█·· | █·····█··· | ·········█ | ·········· | ·······█·█,·██·█·█·██ | █·██···██· | ·····███·█ | ·██·█·█·██ | █·██···██· | ·····███·█
CCW,3,633233765127525716916970799095477877345983585394194130311015,776329785893036118967145479098334781325217074992143965631012,235831459437077415617853819099875279651673033695493257291011,079419417525321567732736510913031691693585789543378374590197,110101011101100011000000111010110101011101100011000000111010,633233|311015,776329|631012,1,5,1,1,011111101011111100000010100001011011101001101100000010100001,110110101001010000001001010000110100111101010001001001010001,29,25,2,54,1.11,2,56,1.07,·····█···· | ······█··█ | ·····█···· | ········█· | ·········· | ······█·██,██·█·█·███ | ·██···██·· | ····███·█· | ██·█·█·███ | ·██···██·· | ····███·█·
CCW,4,332337651275257169169707990954778773459835853941941303110156,763297858930361189671454790983347813252170749921439656310127,358314594370774156178538190998752796516730336954932572910112,794194175253215677327365109130316916935857895433783745901970,101010111011000110000001110101101010111011000110000001110101,332337|110156,763297|310127,1,5,1,1,111111010111111000000101000010110111010011011000000101000010,101101010010100000010010100001101001111010100010010010100011,29,25,2,54,1.11,2,57,1.05,····█····· | ·····█··█· | ····█····· | ·······█·· | ·········· | ·····█·██·,█·█·█·███· | ██···██··· | ···███·█·█ | █·█·█·███· | ██···██··· | ···███·█·█
CCW,5,323376512752571691697079909547787734598358539419413031101563,632978589303611896714547909833478132521707499214396563101277,583145943707741561785381909987527965167303369549325729101123,941941752532156773273651091303169169358578954337837459019707,010101110110001100000011101011010101110110001100000011101011,323376|101563,632978|101277,1,5,1,1,111110101111110000001010000101101110100110110000001010000101,011010100101000000100101000011010011110101000100100101000111,29,25,2,55,1.09,2,56,1.07,···█······ | ····█··█·· | ···█······ | ······█··· | ·········· | ····█·██··,·█·█·███·█ | █···██···· | ··███·█·██ | ·█·█·███·█ | █···██···· | ··███·█·██
CCW,6,233765127525716916970799095477877345983585394194130311015633,329785893036118967145479098334781325217074992143965631012776,831459437077415617853819099875279651673033695493257291011235,419417525321567732736510913031691693585789543378374590197079,101011101100011000000111010110101011101100011000000111010110,233765|015633,329785|012776,1,5,1,1,111101011111100000010100001011011101001101100000010100001011,110101001010000001001010000110100111101010001001001010001110,29,25,2,54,1.11,2,56,1.07,··█······· | ···█··█··· | ··█······· | ·····█···· | ·········· | ···█·██···,█·█·███·██ | ···██····· | ·███·█·██· | █·█·███·██ | ···██····· | ·███·█·██·
CCW,7,337651275257169169707990954778773459835853941941303110156332,297858930361189671454790983347813252170749921439656310127763,314594370774156178538190998752796516730336954932572910112358,194175253215677327365109130316916935857895433783745901970794,010111011000110000001110101101010111011000110000001110101101,337651|156332,297858|127763,1,5,1,1,111010111111000000101000010110111010011011000000101000010111,101010010100000010010100001101001111010100010010010100011101,29,25,2,54,1.11,2,56,1.07,·█········ | ··█··█···· | ·█········ | ····█····· | ·········· | ··█·██····,·█·███·██· | ··██······ | ███·█·██·█ | ·█·███·██· | ··██······ | ███·█·██·█
CCW,8,376512752571691697079909547787734598358539419413031101563323,978589303611896714547909833478132521707499214396563101277632,145943707741561785381909987527965167303369549325729101123583,941752532156773273651091303169169358578954337837459019707941,101110110001100000011101011010101110110001100000011101011010,376512|563323,978589|277632,1,5,1,1,110101111110000001010000101101110100110110000001010000101111,010100101000000100101000011010011110101000100100101000111011,29,25,2,55,1.09,2,56,1.07,█········· | ·█··█····· | █········· | ···█······ | ·········· | ·█·██·····,█·███·██·· | ·██······█ | ██·█·██·█· | █·███·██·· | ·██······█ | ██·█·██·█·
CCW,9,765127525716916970799095477877345983585394194130311015633233,785893036118967145479098334781325217074992143965631012776329,459437077415617853819099875279651673033695493257291011235831,417525321567732736510913031691693585789543378374590197079419,011101100011000000111010110101011101100011000000111010110101,765127|633233,785893|776329,1,5,1,1,101011111100000010100001011011101001101100000010100001011111,101001010000001001010000110100111101010001001001010001110110,29,25,2,54,1.11,2,56,1.07,·········· | █··█·····█ | ·········· | ··█······· | ·········· | █·██·····█,·███·██··· | ██······██ | █·█·██·█·█ | ·███·██··· | ██······██ | █·█·██·█·█
CCW,10,651275257169169707990954778773459835853941941303110156332337,858930361189671454790983347813252170749921439656310127763297,594370774156178538190998752796516730336954932572910112358314,175253215677327365109130316916935857895433783745901970794194,111011000110000001110101101010111011000110000001110101101010,651275|332337,858930|763297,1,5,1,1,010111111000000101000010110111010011011000000101000010111111,010010100000010010100001101001111010100010010010100011101101,29,25,2,54,1.11,2,56,1.07,·········█ | ··█·····█· | ·········· | ·█········ | ·········█ | ·██·····█·,███·██···█ | █······███ | ·█·██·█·█· | ███·██···█ | █······███ | ·█·██·█·█·
CCW,11,512752571691697079909547787734598358539419413031101563323376,589303611896714547909833478132521707499214396563101277632978,943707741561785381909987527965167303369549325729101123583145,752532156773273651091303169169358578954337837459019707941941,110110001100000011101011010101110110001100000011101011010101,512752|323376,589303|632978,1,5,1,1,101111110000001010000101101110100110110000001010000101111110,100101000000100101000011010011110101000100100101000111011010,29,25,2,54,1.11,2,56,1.07,········█· | ·█·····█·· | ·········· | █········· | ········█· | ██·····█··,██·██···██ | ······███· | █·██·█·█·█ | ██·██···██ | ······███· | █·██·█·█·█
CCW,12,127525716916970799095477877345983585394194130311015633233765,893036118967145479098334781325217074992143965631012776329785,437077415617853819099875279651673033695493257291011235831459,525321567732736510913031691693585789543378374590197079419417,101100011000000111010110101011101100011000000111010110101011,127525|233765,893036|329785,1,5,1,1,011111100000010100001011011101001101100000010100001011111101,001010000001001010000110100111101010001001001010001110110101,29,25,2,54,1.11,2,56,1.07,·······█·· | █·····█··· | ·········█ | ·········· | ·······█·█ | █·····█···,█·██···██· | ·····███·█ | ·██·█·█·██ | █·██···██· | ·····███·█ | ·██·█·█·██
CCW,13,275257169169707990954778773459835853941941303110156332337651,930361189671454790983347813252170749921439656310127763297858,370774156178538190998752796516730336954932572910112358314594,253215677327365109130316916935857895433783745901970794194175,011000110000001110101101010111011000110000001110101101010111,275257|337651,930361|297858,1,5,1,1,111111000000101000010110111010011011000000101000010111111010,010100000010010100001101001111010100010010010100011101101010,29,25,2,54,1.11,2,56,1.07,······█··█ | ·····█···· | ········█· | ·········· | ······█·██ | ·····█····,·██···██·· | ····███·█· | ██·█·█·███ | ·██···██·· | ····███·█· | ██·█·█·███
CCW,14,752571691697079909547787734598358539419413031101563323376512,303611896714547909833478132521707499214396563101277632978589,707741561785381909987527965167303369549325729101123583145943,532156773273651091303169169358578954337837459019707941941752,110001100000011101011010101110110001100000011101011010101110,752571|376512,303611|978589,1,5,1,1,111110000001010000101101110100110110000001010000101111110101,101000000100101000011010011110101000100100101000111011010100,29,25,2,54,1.11,2,56,1.07,·····█··█· | ····█····· | ·······█·· | ·········· | ·····█·██· | ····█·····,██···██··· | ···███·█·█ | █·█·█·███· | ██···██··· | ···███·█·█ | █·█·█·███·
CCW,15,525716916970799095477877345983585394194130311015633233765127,036118967145479098334781325217074992143965631012776329785893,077415617853819099875279651673033695493257291011235831459437,321567732736510913031691693585789543378374590197079419417525,100011000000111010110101011101100011000000111010110101011101,525716|765127,036118|785893,1,5,1,1,111100000010100001011011101001101100000010100001011111101011,010000001001010000110100111101010001001001010001110110101001,29,25,2,54,1.11,2,56,1.07,····█··█·· | ···█······ | ······█··· | ·········· | ····█·██·· | ···█······,█···██···· | ··███·█·██ | ·█·█·███·█ | █···██···· | ··███·█·██ | ·█·█·███·█
CCW,16,257169169707990954778773459835853941941303110156332337651275,361189671454790983347813252170749921439656310127763297858930,774156178538190998752796516730336954932572910112358314594370,215677327365109130316916935857895433783745901970794194175253,000110000001110101101010111011000110000001110101101010111011,257169|651275,361189|858930,1,5,1,1,111000000101000010110111010011011000000101000010111111010111,100000010010100001101001111010100010010010100011101101010010,29,25,2,54,1.11,2,56,1.07,···█··█··· | ··█······· | ·····█···· | ·········· | ···█·██··· | ··█·······,···██····· | ·███·█·██· | █·█·███·██ | ···██····· | ·███·█·██· | █·█·███·██
CCW,17,571691697079909547787734598358539419413031101563323376512752,611896714547909833478132521707499214396563101277632978589303,741561785381909987527965167303369549325729101123583145943707,156773273651091303169169358578954337837459019707941941752532,001100000011101011010101110110001100000011101011010101110110,571691|512752,611896|589303,1,5,1,1,110000001010000101101110100110110000001010000101111110101111,000000100101000011010011110101000100100101000111011010100101,29,25,2,54,1.11,2,56,1.07,··█··█···· | ·█········ | ····█····· | ·········· | ··█·██···· | ·█········,··██······ | ███·█·██·█ | ·█·███·██· | ··██······ | ███·█·██·█ | ·█·███·██·
CCW,18,716916970799095477877345983585394194130311015633233765127525,118967145479098334781325217074992143965631012776329785893036,415617853819099875279651673033695493257291011235831459437077,567732736510913031691693585789543378374590197079419417525321,011000000111010110101011101100011000000111010110101011101100,716916|127525,118967|893036,1,5,1,1,100000010100001011011101001101100000010100001011111101011111,000001001010000110100111101010001001001010001110110101001010,29,25,2,54,1.11,2,56,1.07,·█··█····· | █········· | ···█······ | ·········· | ·█·██····· | █·········,·██······█ | ██·█·██·█· | █·███·██·· | ·██······█ | ██·█·██·█· | █·███·██··
